clip_uid,play_id,filmroom_url,pitch_type,game_date,game_pk,at_bat_number,pitch_number,stand,p_throws,balls,strikes,release_speed,description,video_file
831462_ab25_p5,5a2846ee-2a15-3fed-8205-4e0fd497590b,"https://www.mlb.com/video/search?q=playid=""5a2846ee-2a15-3fed-8205-4e0fd497590b""",FF,2026-03-13,831462,25,5,R,R,2,2,93.5,hit_into_play,
831457_ab40_p1,de8854a0-a9a2-34a8-afed-9ba5b956e315,"https://www.mlb.com/video/search?q=playid=""de8854a0-a9a2-34a8-afed-9ba5b956e315""",FF,2026-03-16,831457,40,1,R,R,0,0,92.6,ball,
831457_ab40_p7,0ad28a1c-33ed-33ee-b510-ca820146320f,"https://www.mlb.com/video/search?q=playid=""0ad28a1c-33ed-33ee-b510-ca820146320f""",FF,2026-03-16,831457,40,7,R,R,3,2,93.8,ball,
831457_ab42_p2,2b015ceb-7f90-305f-88fa-2c66c4d82631,"https://www.mlb.com/video/search?q=playid=""2b015ceb-7f90-305f-88fa-2c66c4d82631""",FF,2026-03-16,831457,42,2,R,R,0,1,93,foul,
831457_ab43_p3,bbbdb39b-e9d1-34ca-8417-b75bbd9eb8e9,"https://www.mlb.com/video/search?q=playid=""bbbdb39b-e9d1-34ca-8417-b75bbd9eb8e9""",FF,2026-03-16,831457,43,3,L,R,0,2,93.9,ball,
831457_ab43_p4,41fab91c-7d14-395e-84b1-77a9ed7dc8fa,"https://www.mlb.com/video/search?q=playid=""41fab91c-7d14-395e-84b1-77a9ed7dc8fa""",FF,2026-03-16,831457,43,4,L,R,1,2,94.1,ball,
823651_ab65_p1,18123d68-18ac-3f2d-9875-7f91ec73ee2b,"https://www.mlb.com/video/search?q=playid=""18123d68-18ac-3f2d-9875-7f91ec73ee2b""",FF,2026-03-28,823651,65,1,L,R,0,0,92.2,foul,
823651_ab65_p3,6b5e876c-c343-38f0-a258-a98cdfd8726d,"https://www.mlb.com/video/search?q=playid=""6b5e876c-c343-38f0-a258-a98cdfd8726d""",FF,2026-03-28,823651,65,3,L,R,1,1,93.9,called_strike,
823651_ab65_p4,6708502a-f833-3b02-8f32-97dd667a00d0,"https://www.mlb.com/video/search?q=playid=""6708502a-f833-3b02-8f32-97dd667a00d0""",FF,2026-03-28,823651,65,4,L,R,1,2,93.1,swinging_strike,
823651_ab66_p1,cce524e5-96b0-3ab5-9a40-31a7afff1e95,"https://www.mlb.com/video/search?q=playid=""cce524e5-96b0-3ab5-9a40-31a7afff1e95""",FF,2026-03-28,823651,66,1,L,R,0,0,93.5,hit_into_play,
823651_ab67_p3,56e8df76-8b26-3dd0-abdb-837399bdf25e,"https://www.mlb.com/video/search?q=playid=""56e8df76-8b26-3dd0-abdb-837399bdf25e""",FF,2026-03-28,823651,67,3,R,R,1,1,92,ball,
823651_ab68_p1,6a916902-85b3-364e-b865-3929d672c27b,"https://www.mlb.com/video/search?q=playid=""6a916902-85b3-364e-b865-3929d672c27b""",FF,2026-03-28,823651,68,1,L,R,0,0,93.1,called_strike,
823651_ab68_p5,1df2c00a-1dd6-37ff-9452-2f9500ccaf20,"https://www.mlb.com/video/search?q=playid=""1df2c00a-1dd6-37ff-9452-2f9500ccaf20""",FF,2026-03-28,823651,68,5,L,R,2,2,93.4,ball,
823651_ab69_p1,d067852f-c553-37df-9fa1-58e97778843b,"https://www.mlb.com/video/search?q=playid=""d067852f-c553-37df-9fa1-58e97778843b""",FF,2026-03-28,823651,69,1,L,R,0,0,93.1,called_strike,
823651_ab69_p2,56830e2b-fd23-3f8d-b978-e3b9c15e1590,"https://www.mlb.com/video/search?q=playid=""56830e2b-fd23-3f8d-b978-e3b9c15e1590""",FF,2026-03-28,823651,69,2,L,R,0,1,92.5,foul,
823651_ab69_p4,9dcb6e42-9550-3b66-9189-0cd5c1082739,"https://www.mlb.com/video/search?q=playid=""9dcb6e42-9550-3b66-9189-0cd5c1082739""",FF,2026-03-28,823651,69,4,L,R,1,2,93.1,swinging_strike,
823080_ab74_p1,83da5e04-f058-3b0f-b4e7-0de2bffd148e,"https://www.mlb.com/video/search?q=playid=""83da5e04-f058-3b0f-b4e7-0de2bffd148e""",FF,2026-03-30,823080,74,1,L,R,0,0,94.5,ball,
823080_ab74_p2,260ea741-f85a-3271-85bd-3280f5cac991,"https://www.mlb.com/video/search?q=playid=""260ea741-f85a-3271-85bd-3280f5cac991""",FF,2026-03-30,823080,74,2,L,R,1,0,93.6,called_strike,
823080_ab75_p2,6e1e5b21-cb99-3938-9f0f-efd8501be386,"https://www.mlb.com/video/search?q=playid=""6e1e5b21-cb99-3938-9f0f-efd8501be386""",FF,2026-03-30,823080,75,2,R,R,0,1,93.1,swinging_strike,
823080_ab75_p4,2f706c7a-c9b4-3d7b-9bae-09da983ed786,"https://www.mlb.com/video/search?q=playid=""2f706c7a-c9b4-3d7b-9bae-09da983ed786""",FF,2026-03-30,823080,75,4,R,R,1,2,94.5,hit_into_play,
823080_ab76_p1,820879af-0d68-3a9a-89c5-74c7fc9090de,"https://www.mlb.com/video/search?q=playid=""820879af-0d68-3a9a-89c5-74c7fc9090de""",FF,2026-03-30,823080,76,1,L,R,0,0,93.7,called_strike,
823080_ab76_p3,215712fa-9e65-348c-92f4-d78f27c8f37b,"https://www.mlb.com/video/search?q=playid=""215712fa-9e65-348c-92f4-d78f27c8f37b""",FF,2026-03-30,823080,76,3,L,R,0,2,95.1,foul,
823078_ab65_p1,f133af20-fd3d-3ff8-b76b-2a3f9cca63dc,"https://www.mlb.com/video/search?q=playid=""f133af20-fd3d-3ff8-b76b-2a3f9cca63dc""",FF,2026-04-01,823078,65,1,R,R,0,0,92.4,ball,
823078_ab65_p3,fb2b2070-50ad-3afa-aa94-359d3f553177,"https://www.mlb.com/video/search?q=playid=""fb2b2070-50ad-3afa-aa94-359d3f553177""",FF,2026-04-01,823078,65,3,R,R,2,0,92.5,ball,
823078_ab65_p4,c7048980-b7a7-31fa-9a2b-cb3493c1db75,"https://www.mlb.com/video/search?q=playid=""c7048980-b7a7-31fa-9a2b-cb3493c1db75""",FF,2026-04-01,823078,65,4,R,R,3,0,91.5,ball,
823078_ab66_p2,d41a62a8-67eb-3ac7-ba50-f10a75d79473,"https://www.mlb.com/video/search?q=playid=""d41a62a8-67eb-3ac7-ba50-f10a75d79473""",FF,2026-04-01,823078,66,2,L,R,0,1,94.5,ball,
823078_ab66_p3,7a6b07da-85f6-3a33-8807-54535628482d,"https://www.mlb.com/video/search?q=playid=""7a6b07da-85f6-3a33-8807-54535628482d""",FF,2026-04-01,823078,66,3,L,R,1,1,93,ball,
823078_ab66_p6,4e973340-90dd-3754-90f1-f5ddbafbcc86,"https://www.mlb.com/video/search?q=playid=""4e973340-90dd-3754-90f1-f5ddbafbcc86""",FF,2026-04-01,823078,66,6,L,R,3,2,93.9,hit_into_play,
823078_ab67_p1,cfcfb9cb-5a2f-31e6-add1-54001bd8e162,"https://www.mlb.com/video/search?q=playid=""cfcfb9cb-5a2f-31e6-add1-54001bd8e162""",FF,2026-04-01,823078,67,1,R,R,0,0,93,ball,
823078_ab67_p4,b3dd0a7d-7660-3b16-8587-e8f1c98886be,"https://www.mlb.com/video/search?q=playid=""b3dd0a7d-7660-3b16-8587-e8f1c98886be""",FF,2026-04-01,823078,67,4,R,R,2,1,93.1,called_strike,
823078_ab68_p2,eb3d8785-88d7-3878-8277-443d5b9ceb76,"https://www.mlb.com/video/search?q=playid=""eb3d8785-88d7-3878-8277-443d5b9ceb76""",FF,2026-04-01,823078,68,2,R,R,0,1,93.7,foul,
823238_ab71_p1,3a7c77a5-6c14-3842-b6ad-df78dcd33e5f,"https://www.mlb.com/video/search?q=playid=""3a7c77a5-6c14-3842-b6ad-df78dcd33e5f""",FF,2026-04-05,823238,71,1,R,R,0,0,92.5,called_strike,
823238_ab71_p2,32893fe0-a143-3ecc-8826-5c1dfe086be6,"https://www.mlb.com/video/search?q=playid=""32893fe0-a143-3ecc-8826-5c1dfe086be6""",FF,2026-04-05,823238,71,2,R,R,0,1,93.6,called_strike,
823238_ab71_p3,004692df-b651-33b3-b511-d70451579eaa,"https://www.mlb.com/video/search?q=playid=""004692df-b651-33b3-b511-d70451579eaa""",FF,2026-04-05,823238,71,3,R,R,0,2,94.2,ball,
823238_ab71_p6,bcc23982-0cad-33df-a077-3eb14b1c567b,"https://www.mlb.com/video/search?q=playid=""bcc23982-0cad-33df-a077-3eb14b1c567b""",FF,2026-04-05,823238,71,6,R,R,2,2,93.8,foul,
823238_ab72_p1,7da07ad5-8fe9-3bc0-8680-a40acae5cb82,"https://www.mlb.com/video/search?q=playid=""7da07ad5-8fe9-3bc0-8680-a40acae5cb82""",FF,2026-04-05,823238,72,1,L,R,0,0,93.9,ball,
823238_ab72_p2,2c1e75e6-3779-3011-9b3b-a49588292960,"https://www.mlb.com/video/search?q=playid=""2c1e75e6-3779-3011-9b3b-a49588292960""",FF,2026-04-05,823238,72,2,L,R,1,0,93.7,swinging_strike,
823238_ab72_p3,a9c125be-d05e-3a9a-af60-ec72109f0c0c,"https://www.mlb.com/video/search?q=playid=""a9c125be-d05e-3a9a-af60-ec72109f0c0c""",FF,2026-04-05,823238,72,3,L,R,1,1,93.3,ball,
823238_ab72_p4,376ce328-f077-3b32-bbe0-5c58e1aa81da,"https://www.mlb.com/video/search?q=playid=""376ce328-f077-3b32-bbe0-5c58e1aa81da""",FF,2026-04-05,823238,72,4,L,R,2,1,93.4,swinging_strike,
823238_ab72_p5,0c9c6a19-bfd6-3fd7-a20f-d116847ccb52,"https://www.mlb.com/video/search?q=playid=""0c9c6a19-bfd6-3fd7-a20f-d116847ccb52""",FF,2026-04-05,823238,72,5,L,R,2,2,93.9,hit_into_play,
823238_ab73_p2,ed2dd94b-74b8-3455-90e1-ee8a0a60fd36,"https://www.mlb.com/video/search?q=playid=""ed2dd94b-74b8-3455-90e1-ee8a0a60fd36""",FF,2026-04-05,823238,73,2,R,R,1,0,91.3,hit_into_play,
823238_ab74_p1,8d8e46a0-f05e-347c-9f6c-639aa6876975,"https://www.mlb.com/video/search?q=playid=""8d8e46a0-f05e-347c-9f6c-639aa6876975""",FF,2026-04-05,823238,74,1,L,R,0,0,93.7,ball,
823238_ab74_p2,ec500b3b-7957-3105-8cc6-d45b8ff192af,"https://www.mlb.com/video/search?q=playid=""ec500b3b-7957-3105-8cc6-d45b8ff192af""",FF,2026-04-05,823238,74,2,L,R,1,0,92,called_strike,
823238_ab74_p3,d5d308c3-d3bf-32a3-9a73-32e6876f392a,"https://www.mlb.com/video/search?q=playid=""d5d308c3-d3bf-32a3-9a73-32e6876f392a""",FF,2026-04-05,823238,74,3,L,R,1,1,92.1,ball,
823238_ab74_p4,1ce7dbda-0c9b-3ba2-8608-b9907b814f23,"https://www.mlb.com/video/search?q=playid=""1ce7dbda-0c9b-3ba2-8608-b9907b814f23""",FF,2026-04-05,823238,74,4,L,R,2,1,92.4,foul,
823238_ab74_p7,869417e8-d8f2-3338-ad5c-d0d5f66929ed,"https://www.mlb.com/video/search?q=playid=""869417e8-d8f2-3338-ad5c-d0d5f66929ed""",FF,2026-04-05,823238,74,7,L,R,3,2,93.2,foul_tip,
823648_ab71_p2,dd335b51-99d7-3575-ad68-f8b235024686,"https://www.mlb.com/video/search?q=playid=""dd335b51-99d7-3575-ad68-f8b235024686""",FF,2026-04-07,823648,71,2,L,R,0,1,94.7,foul,
823648_ab72_p3,f0c44329-3bb3-3974-92b0-ee678d830d80,"https://www.mlb.com/video/search?q=playid=""f0c44329-3bb3-3974-92b0-ee678d830d80""",FF,2026-04-07,823648,72,3,L,R,0,2,93.9,swinging_strike,
823648_ab73_p1,77d4be9c-e392-36b8-9464-c70a17c39a0d,"https://www.mlb.com/video/search?q=playid=""77d4be9c-e392-36b8-9464-c70a17c39a0d""",FF,2026-04-07,823648,73,1,L,R,0,0,93.1,foul,
823648_ab74_p1,1524a0ff-6666-3e08-b254-6178916183ea,"https://www.mlb.com/video/search?q=playid=""1524a0ff-6666-3e08-b254-6178916183ea""",FF,2026-04-07,823648,74,1,R,R,0,0,93.1,ball,
823648_ab75_p1,6eaf64ca-5f9d-348e-80ad-9f22922d76aa,"https://www.mlb.com/video/search?q=playid=""6eaf64ca-5f9d-348e-80ad-9f22922d76aa""",FF,2026-04-07,823648,75,1,L,R,0,0,92.3,called_strike,
823648_ab75_p2,73341953-293c-3ecf-97f5-9d56c6dc9373,"https://www.mlb.com/video/search?q=playid=""73341953-293c-3ecf-97f5-9d56c6dc9373""",FF,2026-04-07,823648,75,2,L,R,0,1,93.4,swinging_strike,
823648_ab75_p3,465aafcf-a476-354c-999b-2854206f02a1,"https://www.mlb.com/video/search?q=playid=""465aafcf-a476-354c-999b-2854206f02a1""",FF,2026-04-07,823648,75,3,L,R,0,2,93.8,swinging_strike,
823963_ab60_p3,b717c932-3fa8-3e9f-85f3-2e3bcabf5c9f,"https://www.mlb.com/video/search?q=playid=""b717c932-3fa8-3e9f-85f3-2e3bcabf5c9f""",FF,2026-04-15,823963,60,3,R,R,1,1,95,called_strike,
823963_ab60_p4,4a72f9ac-984d-35ec-abbc-ff863dc98470,"https://www.mlb.com/video/search?q=playid=""4a72f9ac-984d-35ec-abbc-ff863dc98470""",FF,2026-04-15,823963,60,4,R,R,1,2,94.1,ball,
823963_ab61_p1,8bb41e74-e212-3f2b-a1a5-c9e913e6995e,"https://www.mlb.com/video/search?q=playid=""8bb41e74-e212-3f2b-a1a5-c9e913e6995e""",FF,2026-04-15,823963,61,1,L,R,0,0,93.7,ball,
823963_ab61_p2,4aebf523-fc93-3daa-a1d5-e44488607f1a,"https://www.mlb.com/video/search?q=playid=""4aebf523-fc93-3daa-a1d5-e44488607f1a""",FF,2026-04-15,823963,61,2,L,R,1,0,94.7,ball,
823963_ab61_p4,005afe99-993f-371b-ae73-e65fd36610dd,"https://www.mlb.com/video/search?q=playid=""005afe99-993f-371b-ae73-e65fd36610dd""",FF,2026-04-15,823963,61,4,L,R,3,0,93.1,ball,
823963_ab62_p1,9f13f437-5390-3965-ada9-c87ba687b216,"https://www.mlb.com/video/search?q=playid=""9f13f437-5390-3965-ada9-c87ba687b216""",FF,2026-04-15,823963,62,1,R,R,0,0,92.1,called_strike,
823963_ab64_p1,07146b29-dba4-3ee9-ad10-502f4dcbfca0,"https://www.mlb.com/video/search?q=playid=""07146b29-dba4-3ee9-ad10-502f4dcbfca0""",FF,2026-04-15,823963,64,1,L,R,0,0,94.5,called_strike,
823963_ab64_p2,1e9d08f8-3521-3286-9a80-15a02fe840a2,"https://www.mlb.com/video/search?q=playid=""1e9d08f8-3521-3286-9a80-15a02fe840a2""",FF,2026-04-15,823963,64,2,L,R,0,1,93.8,foul,
823963_ab64_p3,ceb3e4bf-aaad-39b3-837b-538ea091de62,"https://www.mlb.com/video/search?q=playid=""ceb3e4bf-aaad-39b3-837b-538ea091de62""",FF,2026-04-15,823963,64,3,L,R,0,2,93.5,ball,
824691_ab64_p1,018ffcc9-3afb-3e14-97cc-3603fb08a4ea,"https://www.mlb.com/video/search?q=playid=""018ffcc9-3afb-3e14-97cc-3603fb08a4ea""",FF,2026-04-19,824691,64,1,L,R,0,0,95.6,ball,
824691_ab64_p2,58aca3f6-0b32-3293-92e5-2b64cc9599aa,"https://www.mlb.com/video/search?q=playid=""58aca3f6-0b32-3293-92e5-2b64cc9599aa""",FF,2026-04-19,824691,64,2,L,R,1,0,93.3,called_strike,
824691_ab65_p1,1b55434c-b2ba-3971-8cca-8e1bb441f696,"https://www.mlb.com/video/search?q=playid=""1b55434c-b2ba-3971-8cca-8e1bb441f696""",FF,2026-04-19,824691,65,1,R,R,0,0,93.7,foul,
824691_ab65_p2,be04737f-c4e7-3fbc-bc61-f4e3bd2d4a3d,"https://www.mlb.com/video/search?q=playid=""be04737f-c4e7-3fbc-bc61-f4e3bd2d4a3d""",FF,2026-04-19,824691,65,2,R,R,0,1,94.3,called_strike,
824691_ab65_p3,071479c3-30d7-339d-96a3-c5bf36204509,"https://www.mlb.com/video/search?q=playid=""071479c3-30d7-339d-96a3-c5bf36204509""",FF,2026-04-19,824691,65,3,R,R,0,2,94.1,swinging_strike,
824691_ab66_p1,cf0a3c2e-6296-3136-89d2-f3638066357b,"https://www.mlb.com/video/search?q=playid=""cf0a3c2e-6296-3136-89d2-f3638066357b""",FF,2026-04-19,824691,66,1,L,R,0,0,94.1,hit_into_play,
824691_ab67_p1,0c8dd20b-9386-311d-8759-5675f998bc63,"https://www.mlb.com/video/search?q=playid=""0c8dd20b-9386-311d-8759-5675f998bc63""",FF,2026-04-19,824691,67,1,R,R,0,0,94.4,called_strike,
824691_ab67_p4,30009185-2d86-3c32-80e6-e2c79c994522,"https://www.mlb.com/video/search?q=playid=""30009185-2d86-3c32-80e6-e2c79c994522""",FF,2026-04-19,824691,67,4,R,R,1,2,93.4,swinging_strike,
824691_ab68_p4,75f7b097-3590-3647-b9f1-d20337a9f320,"https://www.mlb.com/video/search?q=playid=""75f7b097-3590-3647-b9f1-d20337a9f320""",FF,2026-04-19,824691,68,4,L,R,1,2,94.3,foul,
823640_ab61_p1,d5bbcc68-6c47-30b0-8135-2ef8f3321de4,"https://www.mlb.com/video/search?q=playid=""d5bbcc68-6c47-30b0-8135-2ef8f3321de4""",FF,2026-04-21,823640,61,1,L,R,0,0,92.3,ball,
823640_ab61_p2,31e20c58-4deb-34e5-9445-a71f431111d0,"https://www.mlb.com/video/search?q=playid=""31e20c58-4deb-34e5-9445-a71f431111d0""",FF,2026-04-21,823640,61,2,L,R,1,0,94.5,ball,
823640_ab61_p4,c866ede8-a329-3ce9-a3f6-87fcea6a09ee,"https://www.mlb.com/video/search?q=playid=""c866ede8-a329-3ce9-a3f6-87fcea6a09ee""",FF,2026-04-21,823640,61,4,L,R,3,0,93.5,ball,
823640_ab62_p1,d232cbe9-6275-304f-8c55-ecb098c894b8,"https://www.mlb.com/video/search?q=playid=""d232cbe9-6275-304f-8c55-ecb098c894b8""",FF,2026-04-21,823640,62,1,R,R,0,0,92.8,called_strike,
823640_ab62_p2,43e3a137-b125-3981-90cf-07f3ce34b4f0,"https://www.mlb.com/video/search?q=playid=""43e3a137-b125-3981-90cf-07f3ce34b4f0""",FF,2026-04-21,823640,62,2,R,R,0,1,92.7,ball,
823640_ab62_p3,622fa74c-e22b-323c-b4d1-ce640244540b,"https://www.mlb.com/video/search?q=playid=""622fa74c-e22b-323c-b4d1-ce640244540b""",FF,2026-04-21,823640,62,3,R,R,1,1,93.4,foul,
823640_ab63_p1,e12b4b69-bc8d-3538-a2ee-f5c982b351e5,"https://www.mlb.com/video/search?q=playid=""e12b4b69-bc8d-3538-a2ee-f5c982b351e5""",FF,2026-04-21,823640,63,1,L,R,0,0,91.5,hit_into_play,
823640_ab64_p2,c3b03b6e-3915-3f1b-98e0-229e174654c4,"https://www.mlb.com/video/search?q=playid=""c3b03b6e-3915-3f1b-98e0-229e174654c4""",FF,2026-04-21,823640,64,2,R,R,0,1,92.2,hit_into_play,
823640_ab65_p1,be2be728-b46d-374f-bfdf-846af3a453ad,"https://www.mlb.com/video/search?q=playid=""be2be728-b46d-374f-bfdf-846af3a453ad""",FF,2026-04-21,823640,65,1,L,R,0,0,93.7,ball,
823640_ab65_p3,356c493c-516a-3b75-a914-504e8e3e5e96,"https://www.mlb.com/video/search?q=playid=""356c493c-516a-3b75-a914-504e8e3e5e96""",FF,2026-04-21,823640,65,3,L,R,2,0,93.8,swinging_strike,
823640_ab65_p4,66922a2a-980e-3ad1-a4f8-df7f8d240105,"https://www.mlb.com/video/search?q=playid=""66922a2a-980e-3ad1-a4f8-df7f8d240105""",FF,2026-04-21,823640,65,4,L,R,2,1,94.2,foul,
823640_ab65_p5,80bea399-23ad-39ec-acc2-80af7f275757,"https://www.mlb.com/video/search?q=playid=""80bea399-23ad-39ec-acc2-80af7f275757""",FF,2026-04-21,823640,65,5,L,R,2,2,92.9,foul,
823640_ab65_p7,76be26e3-6bdc-3df7-bf08-bdad528119d4,"https://www.mlb.com/video/search?q=playid=""76be26e3-6bdc-3df7-bf08-bdad528119d4""",FF,2026-04-21,823640,65,7,L,R,3,2,95,foul,
823639_ab81_p1,b8bbef41-24e6-305c-8359-048c3cbc5170,"https://www.mlb.com/video/search?q=playid=""b8bbef41-24e6-305c-8359-048c3cbc5170""",FF,2026-04-23,823639,81,1,R,R,0,0,92.6,ball,
823639_ab81_p2,b14b1192-c398-37c5-815a-41e0e574ac01,"https://www.mlb.com/video/search?q=playid=""b14b1192-c398-37c5-815a-41e0e574ac01""",FF,2026-04-23,823639,81,2,R,R,1,0,92.6,called_strike,
823639_ab82_p5,5d168f99-a588-3031-aee3-d89feb886fb3,"https://www.mlb.com/video/search?q=playid=""5d168f99-a588-3031-aee3-d89feb886fb3""",FF,2026-04-23,823639,82,5,L,R,2,2,94.3,ball,
823639_ab82_p6,9885f1bf-8723-3609-a46a-c1618f2cf2f5,"https://www.mlb.com/video/search?q=playid=""9885f1bf-8723-3609-a46a-c1618f2cf2f5""",FF,2026-04-23,823639,82,6,L,R,3,2,95.4,foul,
823639_ab83_p1,6c836036-9ce0-3214-8fdd-2cbd198ac9e7,"https://www.mlb.com/video/search?q=playid=""6c836036-9ce0-3214-8fdd-2cbd198ac9e7""",FF,2026-04-23,823639,83,1,L,R,0,0,94.9,ball,
823639_ab83_p2,faf25c0f-6582-3369-acad-394a42ac6c0d,"https://www.mlb.com/video/search?q=playid=""faf25c0f-6582-3369-acad-394a42ac6c0d""",FF,2026-04-23,823639,83,2,L,R,1,0,93.5,called_strike,
